a,b,c
93.0,0.07318089079054771,4.671896286040114
93.5,0.09293578723885773,4.711344484187028
94.0,0.11267410553273059,4.429113982195464
94.5,0.13383928440715812,4.372894404971035
95.0,0.15598431126585724,4.33806463769633
95.5,0.17757415846765776,3.9890458399745894
96.0,0.20186913433048972,4.0793189865020345
96.5,0.22604059725442527,3.991248897644275
97.0,0.24991300602556266,3.6615136552316923
97.5,0.2751717339985092,3.6129919055951865
98.0,0.29387411090820037,3.002206481019286
98.5,0.28519476847842895,0.5492635504806112
99.0,0.28142064312391957,0.41652457403949655
99.5,0.26811670830738554,0.2866111552752179
100.0,0.26332400814321016,0.20941719861213695
100.5,0.2598184805558181,0.18183038543736657
101.0,0.2576002868962323,0.1390336635252864
101.5,0.2551204777538918,0.1358233185072728
102.0,0.25329514126658487,0.1087324649951421
102.5,0.2512674437754957,0.10940021588839598
103.0,0.2497024093969387,0.09176571820615448
103.5,0.24800555142726102,0.09184527484457458
104.0,0.24664966165951208,0.07958327930527881
104.5,0.24520771661754406,0.0790239206946443
105.0,0.24402088119338497,0.07008193052846604
105.5,0.2427786417511068,0.06958962665325061
106.0,0.2417294072174714,0.06283882587876817
106.5,0.24064582099441975,0.062386250203436154
107.0,0.23970967690951242,0.058743733469014965
107.5,0.2387537330060729,0.05659316208179141
108.0,0.23791145024542731,0.0550223388179464
108.5,0.23705938219275074,0.052418845338085183
109.0,0.23629571463665444,0.05164296286049474
109.5,0.23552907474806767,0.049427437744528485
110.0,0.2348318066335913,0.048567871579440335
110.5,0.23413611628506478,0.04665952787891644
111.0,0.23349536747051114,0.04576173090726843
111.5,0.23285915184842212,0.04409937601555583
112.0,0.2322668651811195,0.043193575167834466
112.5,0.23168095003335307,0.0417306541656985
113.0,0.231130507013447,0.04083676727087286
113.5,0.23058749807529766,0.039537572000181445
114.0,0.2300734262519994,0.038668438832906965
114.5,0.22956731874163697,0.03750531025351415
115.0,0.22908506594858588,0.0366688792151334
115.5,0.2286109483459034,0.03562016510414649
116.0,0.22815670653018075,0.03482100164219248
116.5,0.22771053372156988,0.03386956615271913
117.0,0.22728110015912006,0.03310990593091868
117.5,0.22685951824966583,0.03224203721420794
118.0,0.22645218532938166,0.0315225267327353
118.5,0.226052395342249,0.03072713133375102
119.0,0.22566486243074357,0.03004735062293681
119.5,0.2252845135403879,0.029315355253674253
120.0,0.2249148160770362,0.028674187001780087
120.5,0.2245519214514843,0.0279980911466914
121.0,0.22419837360186085,0.027393980841054585
121.5,0.22385124367725787,0.026767519771561644
122.0,0.22351239173006354,0.0261986581393443
122.5,0.2231795810146751,0.02561654726905064
