a,b,c
315.0,-0.023359741299989033,0.025374160091201626
315.5,-0.02318876936304044,0.024996697914982585
316.0,-0.023019585986762972,0.024626843988967896
316.5,-0.02285216703438687,0.024264406313914657
317.0,-0.022686488770606396,0.023909198637123232
317.5,-0.02252252785088823,0.023561040258077873
318.0,-0.022360261311474207,0.023219755841163276
318.5,-0.022199666559994655,0.022885175235087644
319.0,-0.022040721366544076,0.02255713329895781
319.5,-0.021883403855368414,0.022235469734444027
320.0,-0.021727692496877987,0.02192002892410998
320.5,-0.02157356610011851,0.02161065977573981
321.0,-0.02142100380559521,0.021307215571984235
321.5,-0.02126998507840145,0.02100955382570729
322.0,-0.02112048970169489,0.020717536140470182
322.5,-0.02097249777040284,0.02043102807599679
323.0,-0.020825989685191948,0.02014989901853348
323.5,-0.02068094614663537,0.019874022055961636
324.0,-0.020537348149704072,0.01960327385720473
324.5,-0.020395176978294627,0.01933753455611938
325.0,-0.020254414200003287,0.019076687639579044
325.5,-0.020115041661132097,0.018820619839365484
326.0,-0.019977041481724217,0.018569221028043065
326.5,-0.019840396050812312,0.018322384118690926
327.0,-0.019705088021813307,0.01808000496779433
327.5,-0.019571100307979664,0.01784198228202678
328.0,-0.019438416078037164,0.017608217528006388
328.5,-0.01930701875185189,0.01737861484543034
329.0,-0.019176891996322897,0.017153080963095035
329.5,-0.019048019721186676,0.01693152511802931
330.0,-0.018920386075118967,0.016713858977326024
330.5,-0.01879397544175381,0.016499996562801572
331.0,-0.018668772435884204,0.016289854178176702
331.5,-0.018544761899697875,0.016083350338850173
332.0,-0.018421928899079395,0.015880405704092077
332.5,-0.018300258720080852,0.01568094301154491
333.0,-0.018179736865266045,0.01548488701400598
333.5,-0.018060349050337165,0.015292164418365315
334.0,-0.017942081200678008,0.01510270382656912
334.5,-0.017824919448030184,0.014916435678739919
335.0,-0.0177088501271885,0.014733292198013568
335.5,-0.01759385977278301,0.014553207337542713
335.999999999999,-0.017479935116115227,0.014376116728840186
336.499999999999,-0.017367063082018998,0.014201957632411586
336.999999999998,-0.01725523078580812,0.014030668889462833
337.499999999998,-0.01714442553027868,0.013862190875759295
337.999999999997,-0.01703463480272937,0.013696465456548373
338.499999999997,-0.01692584627203566,0.013533435943356625
338.999999999996,-0.016818047785830244,0.013373047051881467
339.499999999996,-0.01671122736763772,0.013215244861640489
339.999999999996,-0.016605373214161015,0.013059976776491141
340.499999999995,-0.01650047369247033,0.012907191486850449
340.999999999995,-0.016396517337426936,0.012756838932996312
341.499999999994,-0.016293492848967445,0.012608870269315066
341.999999999994,-0.01619138908955648,0.012463237830229694
342.499999999993,-0.016090195081592488,0.012319895096679693
342.999999999993,-0.015989900004945313,0.012178796664105
343.499999999992,-0.01589049319446593,0.012039898211045579
343.999999999992,-0.01579196413752672,0.011903156469255648
344.499999999991,-0.01569430247168005,0.011768529194151717
344.999999999991,-0.01559749798228712,0.011635975136814225
345.499999999991,-0.015501540600198233,0.011505454016350253
345.99999999999,-0.015406420399463367,0.011376926493424953
346.49999999999,-0.015312127595139476,0.011250354144710628
346.999999999989,-0.015218652541021846,0.011125699437571343
