t,u,rf
0.0,0.0,-0.077
0.05,0.0,-0.077
0.1,0.0,-0.075
0.15,0.0,-0.076
0.2,0.0,-0.077
0.25,0.0,-0.079
0.3,0.0,-0.076
0.35,0.0,-0.077
0.4,0.0,-0.079
0.45,0.0,-0.076
0.5,0.0,-0.076
0.55,0.0,-0.079
0.6,0.0,-0.077
0.65,0.0,-0.078
0.7,0.0,-0.078
0.75,0.0,-0.075
0.8,0.0,-0.078
0.85,0.0,-0.078
0.9,0.0,-0.076
0.95,0.0,-0.077
1.0,0.0,-0.078
1.05,0.0,-0.079
1.1,0.0,-0.077
1.15,0.0,-0.078
1.2,0.0,-0.078
1.25,0.0,-0.079
1.3,0.0,-0.078
1.35,0.0,-0.078
1.4,0.0,-0.079
1.45,0.0,-0.08
1.5,0.0,-0.079
1.55,0.0,-0.079
1.6,0.0,-0.079
1.65,0.0,-0.081
1.7,0.0,-0.079
1.75,0.0,-0.079
1.8,0.0,-0.081
1.85,0.0,-0.08
1.9,0.0,-0.079
1.95,0.0,-0.082
2.0,0.0,-0.081
2.05,0.0,-0.082
2.1,0.0,-0.079
2.15,0.0,-0.082
2.2,0.0,-0.082
2.25,0.0,-0.081
2.3,0.0,-0.079
2.35,0.0,-0.082
2.4,0.0,-0.082
2.45,0.0,-0.084
2.5,0.0,-0.081
2.55,0.0,-0.08
2.6,0.0,-0.08
2.65,0.0,-0.082
2.7,0.0,-0.08
2.75,0.0,-0.081
2.8,0.0,-0.082
2.85,0.0,-0.083
2.9,0.0,-0.08
2.95,0.0,-0.084
3.0,0.0,-0.025
3.05,0.0,-0.018
3.1,0.0,-0.027
3.15,0.0,-0.032
3.2,0.0,-0.033
3.25,0.0,-0.035
3.3,0.0,-0.034
3.35,0.0,-0.039
3.4,0.0,-0.037
3.45,0.0,-0.041
3.5,0.0,-0.038
3.55,0.0,-0.041
3.6,0.0,-0.04
3.65,0.0,-0.044
3.7,0.0,-0.041
3.75,0.0,-0.044
3.8,0.0,-0.041
3.85,0.0,-0.045
3.9,0.0,-0.042
3.95,0.0,-0.044
4.0,0.0,-0.043
4.05,0.0,-0.047
4.1,0.0,-0.045
4.15,0.0,-0.046
4.2,0.0,-0.046
4.25,0.0,-0.048
4.3,0.0,-0.046
4.35,0.0,-0.047
4.4,0.0,-0.046
4.45,0.0,-0.049
4.5,0.0,-0.047
4.55,0.0,-0.045
4.6,0.0,-0.045
4.65,0.0,-0.049
4.7,0.0,-0.048
4.75,0.0,-0.048
4.8,0.0,-0.045
4.85,0.0,-0.049
4.9,0.0,-0.048
4.95,0.0,-0.049
5.0,0.0,-0.047
5.05,0.0,-0.052
5.1,0.0,-0.048
5.15,0.0,-0.047
5.2,0.0,-0.048
5.25,0.0,-0.05
5.3,0.0,-0.051
5.35,0.0,-0.049
5.4,0.0,-0.049
5.45,0.0,-0.052
5.5,0.0,-0.049
5.55,0.0,-0.047
5.6,0.0,-0.05
5.65,0.0,-0.05
5.7,0.0,-0.052
5.75,0.0,-0.05
5.8,0.0,-0.05
5.85,0.0,-0.052
5.9,0.0,-0.05
5.95,0.0,-0.051
6.0,0.0,-0.049
6.05,0.0,-0.051
6.1,0.0,-0.051
6.15,0.0,-0.051
6.2,0.0,-0.049
6.25,0.0,-0.053
6.3,0.0,-0.051
6.35,0.0,-0.051
6.4,0.0,-0.049
6.45,0.0,-0.051
6.5,0.0,-0.051
6.55,0.0,-0.052
6.6,0.0,-0.05
6.65,0.0,-0.053
6.7,0.0,-0.051
6.75,0.0,-0.052
6.8,0.0,-0.052
6.85,0.0,-0.052
6.9,0.0,-0.055
6.95,0.0,-0.053
7.0,0.0,-0.051
7.05,0.0,-0.054
7.1,0.0,-0.053
7.15,0.0,-0.052
7.2,0.0,-0.052
7.25,0.0,-0.054
7.3,0.0,-0.052
7.35,0.0,-0.053
7.4,0.0,-0.053
7.45,0.0,-0.053
7.5,0.0,-0.053
7.55,0.0,-0.054
7.6,0.0,-0.053
7.65,0.0,-0.054
7.7,0.0,-0.055
7.75,0.0,-0.053
7.8,0.0,-0.054
7.85,0.0,-0.056
7.9,0.0,-0.054
7.95,0.0,-0.054
8.0,0.0,-0.054
8.05,0.0,-0.055
8.1,0.0,-0.054
8.15,0.0,-0.055
8.2,0.0,-0.054
8.25,0.0,-0.054
8.3,0.0,-0.054
8.35,0.0,-0.055
8.4,0.0,-0.053
8.45,0.0,-0.056
8.5,0.0,-0.055
8.55,0.0,-0.057
8.6,0.0,-0.053
8.65,0.0,-0.055
8.7,0.0,-0.057
8.75,0.0,-0.056
8.8,0.0,-0.054
8.85,0.0,-0.055
8.9,0.0,-0.055
8.95,0.0,-0.055
9.0,0.0,-0.054
9.05,0.0,-0.055
9.1,0.0,-0.055
9.15,0.0,-0.057
9.2,0.0,-0.055
9.25,0.0,-0.056
9.3,0.0,-0.055
9.35,0.0,-0.057
9.4,0.0,-0.056
9.45,0.0,-0.054
9.5,0.0,-0.057
9.55,0.0,-0.00600000000000001
9.6,1e-05,-0.042
9.65,4e-05,-0.035
9.7,5.5e-05,-0.038
9.75,9.5e-05,-0.053
9.8,0.000125,-0.027
9.85,0.000145,-0.025
9.9,0.00016,-0.03
9.95,0.0002,-0.054
10.0,0.00023,-0.021
10.05,0.00025,-0.016
10.1,0.000275,-0.012
10.15,0.000295,-0.003
10.2,0.000315,-0.02
10.25,0.000355,-0.025
10.3,0.00038,0.013
10.35,0.0004,-0.003
10.4,0.00042,-0.01
10.45,0.00044500000000000003,-0.015
10.5,0.000465,0.045
10.55,0.000505,-0.017
10.6,0.0005300000000000001,-0.00900000000000001
10.65,0.00055,0.0
10.7,0.000575,0.00399999999999999
10.75,0.0006,-0.00800000000000001
10.8,0.00062,-0.013
10.85,0.0006550000000000001,-0.00900000000000001
10.9,0.00068,-0.005
10.95,0.0007,0.00399999999999999
11.0,0.000725,0.00199999999999999
11.05,0.00075,-0.004
11.1,0.0007700000000000001,-0.013
11.15,0.000805,-0.00800000000000001
11.2,0.00083,0.00499999999999999
11.25,0.00085,0.015
11.3,0.000875,-0.014
11.35,0.0009000000000000001,0.00499999999999999
11.4,0.00092,-0.012
11.45,0.000955,0.00699999999999999
11.5,0.00098,0.00799999999999999
11.55,0.001,0.011
11.6,0.0010249999999999999,0.016
11.65,0.0010500000000000002,0.016
11.7,0.00107,-0.00700000000000001
11.75,0.001105,0.00399999999999999
11.8,0.00113,0.012
11.85,0.00115,0.017
11.9,0.001175,0.026
11.95,0.0012,0.017
12.0,0.00122,-0.003
12.05,0.0012549999999999998,0.013
12.1,0.00128,0.02
12.15,0.0013000000000000002,0.019
12.2,0.001325,0.023
12.25,0.00135,0.015
12.3,0.0013700000000000001,0.012
12.35,0.001405,0.014
12.4,0.00143,0.025
12.45,0.00145,0.032
12.5,0.0014750000000000002,0.035
12.55,0.0015,0.029
12.6,0.00152,0.027
12.65,0.001555,0.018
12.7,0.00158,0.028
12.75,0.0016,0.029
12.8,0.0016250000000000001,0.038
12.85,0.00165,0.029
12.9,0.00167,0.029
12.95,0.0017050000000000001,0.021
13.0,0.00173,0.037
13.05,0.0017549999999999998,0.037
13.1,0.0017749999999999999,0.045
13.15,0.0018000000000000002,0.041
13.2,0.00182,0.033
13.25,0.001855,0.02
13.3,0.00188,0.037
13.35,0.001905,0.037
13.4,0.001925,0.051
13.45,0.00195,0.042
13.5,0.00197,0.055
13.55,0.002005,0.019
13.6,0.0020299999999999997,0.038
13.65,0.0020550000000000004,0.044
13.7,0.002075,0.048
13.75,0.0021000000000000003,0.039
13.8,0.002125,0.054
13.85,0.00215,0.027
13.9,0.00218,0.045
13.95,0.002205,0.048
14.0,0.002225,0.056
14.05,0.0022500000000000003,0.053
14.1,0.002275,0.052
14.15,0.002295,0.04
14.2,0.00233,0.043
14.25,0.002355,0.05
14.3,0.0023799999999999997,0.05
14.35,0.0024,0.058
14.4,0.002425,0.046
14.45,0.0024449999999999997,0.055
14.5,0.00248,0.049
14.55,0.002505,0.057
14.6,0.0025299999999999997,0.063
14.65,0.0025499999999999997,0.056
14.7,0.002575,0.063
14.75,0.002595,0.061
14.8,0.00263,0.045
14.85,0.002655,0.06
14.9,0.00268,0.067
14.95,0.0027,0.069
15.0,0.002725,0.071
15.05,0.002745,0.07
15.1,0.00278,0.045
15.15,0.002805,0.068
15.2,0.00283,0.06
15.25,0.00285,0.075
15.3,0.002875,0.073
15.35,0.002895,0.075
15.4,0.002925,0.055
15.45,0.002955,0.071
15.5,0.00298,0.073
15.55,0.003,0.081
15.6,0.003025,0.083
15.65,0.0030499999999999998,0.079
15.7,0.003075,0.059
15.75,0.003105,0.074
15.8,0.00313,0.082
15.85,0.00315,0.089
15.9,0.003175,0.094
15.95,0.0032,0.082
16.0,0.00322,0.086
16.05,0.003255,0.077
16.1,0.00328,0.092
16.15,0.003305,0.091
16.2,0.0033250000000000003,0.102
16.25,0.00335,0.079
16.3,0.00337,0.08
16.35,0.003405,0.08
16.4,0.0034300000000000003,0.094
16.45,0.003455,0.101
16.5,0.0034750000000000002,0.107
16.55,0.0035,0.106
16.6,0.00352,0.108
16.65,0.0035550000000000004,0.091
16.7,0.0035800000000000003,0.106
16.75,0.003605,0.178
16.8,0.003625,0.113
16.85,0.00365,0.116
16.9,0.00367,0.12
16.95,0.003705,0.1
17.0,0.0037300000000000002,0.124
17.05,0.003755,0.12
17.1,0.003775,0.123
17.15,0.0038,0.137
17.2,0.00382,0.134
17.25,0.003855,0.118
17.3,0.0038799999999999998,0.141
17.35,0.003905,0.139
17.4,0.003925,0.147
17.45,0.00395,0.155
17.5,0.0039700000000000004,0.145
17.55,0.004005,0.139
17.6,0.004030000000000001,0.16
17.65,0.004055,0.165
17.7,0.0040750000000000005,0.187
17.75,0.004095,0.181
17.8,0.00412,0.175
17.85,0.004155000000000001,0.182
17.9,0.00418,0.197
17.95,0.004200000000000001,0.199
18.0,0.004225,0.218
18.05,0.0042450000000000005,0.221
18.1,0.004275,0.224
18.15,0.004305,0.228
18.2,0.0043300000000000005,0.246
18.25,0.00435,0.254
18.3,0.004375,0.27
18.35,0.004395,0.241
18.4,0.004425,0.276
18.45,0.00445,0.296
18.5,0.004475,0.31
18.55,0.004495,0.319
18.6,0.004515,0.332
18.65,0.004545,0.34
18.7,0.00457,0.359
18.75,0.004595,0.377
18.8,0.004615,0.389
18.85,0.00464,0.391
18.9,0.00467,0.413
18.95,0.004695,0.424
19.0,0.00471,0.419
19.05,0.00472,0.421
19.1,0.004725,0.423
19.15,0.004725,0.411
19.2,0.004725,0.404
19.25,0.004725,0.395
19.3,0.004725,0.391
19.35,0.004725,0.387
19.4,0.004725,0.384
19.45,0.004725,0.375
19.5,0.004725,0.373
19.55,0.004725,0.367
19.6,0.004725,0.367
19.65,0.004725,0.363
19.7,0.004725,0.362
19.75,0.004725,0.36
19.8,0.004725,0.358
19.85,0.004725,0.353
19.9,0.004725,0.354
19.95,0.004725,0.351
20.0,0.004725,0.351
20.05,0.004725,0.348
20.1,0.004725,0.348
20.15,0.004725,0.346
20.2,0.004725,0.347
20.25,0.004725,0.34
20.3,0.004725,0.341
20.35,0.004725,0.339
20.4,0.004725,0.337
20.45,0.004725,0.337
20.5,0.004725,0.335
20.55,0.004725,0.335
20.6,0.004725,0.334
20.65,0.004725,0.332
20.7,0.004725,0.332
20.75,0.004725,0.332
20.8,0.004725,0.33
20.85,0.004725,0.328
20.9,0.004725,0.329
20.95,0.004725,0.327
21.0,0.004725,0.326
21.05,0.004725,0.324
21.1,0.004725,0.325
21.15,0.004725,0.325
21.2,0.004725,0.323
21.25,0.004725,0.324
21.3,0.004725,0.323
21.35,0.004725,0.323
21.4,0.004725,0.32
21.45,0.004725,0.32
21.5,0.004725,0.318
21.55,0.004725,0.32
21.6,0.004725,0.317
21.65,0.004725,0.316
21.7,0.004725,0.318
21.75,0.004725,0.315
21.8,0.004725,0.317
21.85,0.004725,0.317
21.9,0.004725,0.315
21.95,0.004725,0.316
22.0,0.004725,0.316
22.05,0.004725,0.313
22.1,0.004725,0.312
22.15,0.004725,0.311
22.2,0.004725,0.312
22.25,0.004725,0.31
22.3,0.004725,0.311
22.35,0.004725,0.308
22.4,0.004725,0.309
22.45,0.004725,0.307
22.5,0.004725,0.308
22.55,0.004725,0.309
22.6,0.004725,0.313
22.65,0.004725,0.313
22.7,0.004725,0.313
22.75,0.004725,0.308
22.8,0.004725,0.313
22.85,0.004725,0.309
22.9,0.004725,0.311
22.95,0.004725,0.31
23.0,0.004725,0.308
23.05,0.004725,0.306
23.1,0.004725,0.308
23.15,0.004725,0.309
23.2,0.004725,0.308
23.25,0.004725,0.305
23.3,0.004725,0.307
23.35,0.004725,0.304
23.4,0.004725,0.307
23.45,0.004725,0.306
23.5,0.004725,0.305
23.55,0.004725,0.306
23.6,0.004725,0.306
23.65,0.004725,0.304
23.7,0.004725,0.308
23.75,0.004725,0.305
23.8,0.004725,0.307
23.85,0.004725,0.304
23.9,0.004725,0.306
23.95,0.004725,0.3
24.0,0.004725,0.303
24.05,0.004725,0.3
24.1,0.004725,0.298
24.15,0.004725,0.299
24.2,0.004725,0.299
24.25,0.004725,0.298
24.3,0.004725,0.3
24.35,0.004725,0.295
24.4,0.004725,0.292
24.45,0.004725,0.287
24.5,0.004725,0.293
24.55,0.004725,0.292
24.6,0.004725,0.294
24.65,0.004725,0.294
24.7,0.004725,0.291
24.75,0.004725,0.292
24.8,0.004725,0.292
24.85,0.004725,0.29
24.9,0.004725,0.294
24.95,0.004725,0.291
25.0,0.004725,0.293
25.05,0.004725,0.292
25.1,0.004725,0.292
25.15,0.004725,0.288
25.2,0.004725,0.293
25.25,0.004725,0.289
25.3,0.004725,0.291
25.35,0.004725,0.288
25.4,0.004725,0.291
25.45,0.004725,0.291
25.5,0.004725,0.29
25.55,0.004725,0.29
25.6,0.004725,0.29
25.65,0.004725,0.29
25.7,0.004725,0.292
25.75,0.004725,0.287
25.8,0.004725,0.289
25.85,0.004725,0.287
25.9,0.004725,0.289
25.95,0.004725,0.286
26.0,0.004725,0.288
26.05,0.004725,0.287
26.1,0.004725,0.287
26.15,0.004725,0.285
26.2,0.004725,0.286
26.25,0.004725,0.286
26.3,0.004725,0.285
26.35,0.004725,0.285
26.4,0.004725,0.285
26.45,0.004725,0.285
26.5,0.004725,0.283
26.55,0.004725,0.281
26.6,0.004725,0.281
26.65,0.004725,0.28
26.7,0.004725,0.282
26.75,0.004725,0.28
26.8,0.004725,0.28
26.85,0.004725,0.281
26.9,0.004725,0.281
26.95,0.004725,0.28
27.0,0.004725,0.281
27.05,0.004725,0.28
27.1,0.004725,0.28
27.15,0.004725,0.281
27.2,0.004725,0.281
27.25,0.004725,0.279
27.3,0.004725,0.278
27.35,0.004725,0.278
27.4,0.004725,0.28
27.45,0.004725,0.274
27.5,0.004725,0.278
27.55,0.004725,0.276
27.6,0.004725,0.279
27.65,0.004725,0.276
27.7,0.004725,0.277
27.75,0.004725,0.275
27.8,0.004725,0.278
27.85,0.004725,0.278
27.9,0.004725,0.278
27.95,0.004725,0.275
28.0,0.004725,0.277
28.05,0.004725,0.277
28.1,0.004725,0.278
28.15,0.004725,0.277
28.2,0.004725,0.276
28.25,0.004725,0.277
28.3,0.004725,0.277
28.35,0.004725,0.276
28.4,0.004725,0.278
28.45,0.004725,0.277
28.5,0.004725,0.276
28.55,0.004725,0.275
28.6,0.004725,0.276
28.65,0.004725,0.275
28.7,0.004725,0.275
28.75,0.004725,0.275
28.8,0.004725,0.275
28.85,0.004725,0.274
28.9,0.004725,0.275
28.95,0.004725,0.271
29.0,0.004725,0.275
29.05,0.004725,0.272
29.1,0.004725,0.273
29.15,0.004725,0.275
29.2,0.004725,0.275
29.25,0.004725,0.274
29.3,0.004725,0.276
29.35,0.004725,0.274
29.4,0.004725,0.274
29.45,0.004725,0.272
29.5,0.004725,0.272
29.55,0.004725,0.272
29.6,0.004725,0.274
29.65,0.004725,0.275
29.7,0.004725,0.273
29.75,0.004725,0.271
29.8,0.004725,0.27
29.85,0.004725,0.271
29.9,0.004725,0.271
29.95,0.004725,0.272
30.0,0.004725,0.272
30.05,0.004725,0.272
30.1,0.004725,0.273
30.15,0.004725,0.269
30.2,0.004725,0.272
30.25,0.004725,0.271
30.3,0.004725,0.273
30.35,0.004725,0.272
30.4,0.004725,0.27
30.45,0.004725,0.272
30.5,0.004725,0.272
30.55,0.004725,0.271
30.6,0.004725,0.272
30.65,0.004725,0.268
30.7,0.004725,0.269
30.75,0.004725,0.268
30.8,0.004725,0.268
30.85,0.004725,0.267
30.9,0.004725,0.269
30.95,0.004725,0.268
31.0,0.004725,0.266
31.05,0.004725,0.266
31.1,0.004725,0.267
31.15,0.004725,0.266
31.2,0.004725,0.265
31.25,0.004725,0.265
31.3,0.004725,0.266
31.35,0.004725,0.265
31.4,0.004725,0.265
31.45,0.004725,0.265
31.5,0.004725,0.265
31.55,0.004725,0.266
31.6,0.004725,0.266
31.65,0.004725,0.267
31.7,0.004725,0.266
31.75,0.004725,0.266
31.8,0.004725,0.363
31.85,0.004725,0.266
31.9,0.004725,0.302
31.95,0.004725,0.297
32.0,0.004725,0.379
32.05,0.004725,0.397
32.1,0.004725,0.281
32.15,0.004725,0.283
32.2,0.004725,0.28
32.25,0.004725,0.282
32.3,0.004725,0.28
32.35,0.004725,0.278
32.4,0.004725,0.288
32.45,0.004725,0.284
32.5,0.004725,0.283
32.55,0.004725,0.287
32.6,0.004725,0.284
32.65,0.004725,0.28
32.7,0.004725,0.274
32.75,0.004725,0.28
32.8,0.004725,0.281
32.85,0.004725,0.28
32.9,0.004725,0.273
32.95,0.004725,0.279
33.0,0.004725,0.273
33.05,0.004725,0.287
33.1,0.004725,0.282
33.15,0.004725,0.275
33.2,0.004725,0.28
33.25,0.004725,0.328
33.3,0.004725,0.276
33.35,0.004725,0.27
33.4,0.004725,0.274
33.45,0.004725,0.272
33.5,0.004725,0.27
33.55,0.004725,0.279
33.6,0.004725,0.267
33.65,0.004725,0.273
33.7,0.004725,0.271
33.75,0.004725,0.271
33.8,0.004725,0.27
33.85,0.004725,0.274
33.9,0.004725,0.274
33.95,0.004725,0.274
34.0,0.004725,0.27
34.05,0.004725,0.273
34.1,0.004725,0.268
34.15,0.004725,0.27
34.2,0.004725,0.271
34.25,0.004725,0.269
34.3,0.004725,0.276
34.35,0.004725,0.269
34.4,0.004725,0.278
34.45,0.004725,0.274
34.5,0.004725,0.266
34.55,0.004725,0.273
34.6,0.004725,0.268
34.65,0.004725,0.273
34.7,0.004725,0.268
34.75,0.004725,0.282
34.8,0.004725,0.269
34.85,0.004725,0.268
34.9,0.004725,0.27
34.95,0.004725,0.275
35.0,0.004725,0.273
35.05,0.004725,0.282
35.1,0.004725,0.275
35.15,0.004725,0.274
35.2,0.004725,0.277
35.25,0.004725,0.275
35.3,0.004725,0.276
35.35,0.004725,0.274
35.4,0.004725,0.272
35.45,0.004725,0.274
35.5,0.004725,0.268
35.55,0.004725,0.273
35.6,0.004725,0.273
35.65,0.004725,0.285
35.7,0.004725,0.308
35.75,0.004725,0.273
35.8,0.004725,0.273
35.85,0.004725,0.272
35.9,0.004725,0.27
35.95,0.004725,0.273
36.0,0.004725,0.264
36.05,0.004725,0.268
36.1,0.004725,0.269
36.15,0.004725,0.27
36.2,0.004725,0.272
36.25,0.004725,0.268
36.3,0.004725,0.276
36.35,0.004725,0.271
36.4,0.004725,0.282
36.45,0.004725,0.318
36.5,0.004725,0.277
36.55,0.004725,0.338
36.6,0.004725,0.274
36.65,0.004725,0.306
36.7,0.004725,0.287
36.75,0.004725,0.275
36.8,0.004725,0.271
36.85,0.004725,0.287
36.9,0.004725,0.276
36.95,0.004725,0.278
37.0,0.004725,0.267
37.05,0.004725,0.282
37.1,0.004725,0.269
37.15,0.004725,0.269
37.2,0.004725,0.269
37.25,0.004725,0.265
37.3,0.004725,0.272
37.35,0.004725,0.27
37.4,0.004725,0.267
37.45,0.004725,0.265
37.5,0.004725,0.269
37.55,0.004725,0.272
37.6,0.004725,0.274
37.65,0.004725,0.27
37.7,0.004725,0.266
37.75,0.004725,0.267
37.8,0.004725,0.266
37.85,0.004725,0.268
37.9,0.004725,0.283
37.95,0.004725,0.312
38.0,0.004725,0.286
38.05,0.004725,0.284
38.1,0.004725,0.268
38.15,0.004725,0.266
38.2,0.004725,0.285
38.25,0.004725,0.27
38.3,0.004725,0.283
38.35,0.004725,0.285
38.4,0.004725,0.303
38.45,0.004725,0.278
38.5,0.004725,0.284
38.55,0.004725,0.285
38.6,0.004725,0.279
38.65,0.004725,0.276
38.7,0.004725,0.281
38.75,0.004725,0.292
38.8,0.004725,0.289
38.85,0.004725,0.27
38.9,0.004725,0.266
38.95,0.004725,0.29
39.0,0.004725,0.271
39.05,0.004725,0.275
39.1,0.004725,0.281
39.15,0.004725,0.286
39.2,0.004725,0.276
39.25,0.004725,0.266
39.3,0.004725,0.296
39.35,0.004725,0.28
39.4,0.004725,0.274
39.45,0.004725,0.277
39.5,0.004725,0.273
39.55,0.004725,0.286
39.6,0.004725,0.273
39.65,0.004725,0.279
39.7,0.004725,0.265
39.75,0.004725,0.303
39.8,0.004725,0.279
39.85,0.004725,0.282
39.9,0.004725,0.302
39.95,0.004725,0.265
40.0,0.004725,0.264
40.05,0.004725,0.273
40.1,0.004725,0.275
40.15,0.004725,0.273
40.2,0.004725,0.271
40.25,0.004725,0.276
40.3,0.004725,0.27
40.35,0.004725,0.276
40.4,0.004725,0.292
40.45,0.004725,0.294
40.5,0.004725,0.357
40.55,0.004725,0.348
40.6,0.004725,0.29
40.65,0.004725,0.271
40.7,0.004725,0.263
40.75,0.004725,0.281
40.8,0.004725,0.27
40.85,0.004725,0.273
40.9,0.004725,0.266
40.95,0.004725,0.281
41.0,0.004725,0.285
41.05,0.004725,0.278
41.1,0.004725,0.296
41.15,0.004725,0.312
41.2,0.004725,0.273
41.25,0.004725,0.297
41.3,0.004725,0.278
41.35,0.004725,0.271
41.4,0.004725,0.288
41.45,0.004725,0.272
41.5,0.004725,0.288
41.55,0.004725,0.294
41.6,0.004725,0.271
41.65,0.004725,0.279
41.7,0.004725,0.289
41.75,0.004725,0.282
41.8,0.004725,0.265
41.85,0.004725,0.278
41.9,0.004725,0.295
41.95,0.004725,0.289
42.0,0.004725,0.301
42.05,0.004725,0.286
42.1,0.004725,0.276
42.15,0.004725,0.286
42.2,0.004725,0.305
42.25,0.004725,0.284
42.3,0.004725,0.291
42.35,0.004725,0.28
42.4,0.004725,0.285
42.45,0.004725,0.279
42.5,0.004725,0.284
42.55,0.004725,0.273
42.6,0.004725,0.279
42.65,0.004725,0.293
42.7,0.004725,0.281
42.75,0.004725,0.275
42.8,0.004725,0.276
42.85,0.004725,0.271
42.9,0.004725,0.265
42.95,0.004725,0.284
43.0,0.004725,0.271
43.05,0.004725,0.261
43.1,0.004725,0.259
43.15,0.004725,0.263
43.2,0.004725,0.266
43.25,0.004725,0.264
43.3,0.004725,0.274
43.35,0.004725,0.261
43.4,0.004725,0.254
43.45,0.004725,0.277
43.5,0.004725,0.249
43.55,0.004725,0.26
43.6,0.004725,0.263
43.65,0.004725,0.269
43.7,0.004725,0.275
43.75,0.004725,0.272
43.8,0.004725,0.28
43.85,0.004725,0.264
43.9,0.004725,0.287
43.95,0.004725,0.267
44.0,0.004725,0.276
44.05,0.004725,0.282
44.1,0.004725,0.263
44.15,0.004725,0.275
44.2,0.004725,0.276
44.25,0.004725,0.267
44.3,0.004725,0.276
44.35,0.004725,0.257
44.4,0.004725,0.282
44.45,0.004725,0.313
44.5,0.004725,0.269
44.55,0.004725,0.273
44.6,0.004725,0.262
44.65,0.004725,0.276
44.7,0.004725,0.257
44.75,0.004725,0.266
44.8,0.004725,0.262
44.85,0.004725,0.255
44.9,0.004725,0.26
44.95,0.004725,0.291
45.0,0.004725,0.254
45.05,0.004725,0.254
45.1,0.004725,0.255
45.15,0.004725,0.251
45.2,0.004725,0.252
45.25,0.004725,0.249
45.3,0.004725,0.248
45.35,0.004725,0.258
45.4,0.004725,0.258
45.45,0.004725,0.253
45.5,0.004725,0.25
45.55,0.004725,0.247
45.6,0.004725,0.246
45.65,0.004725,0.246
45.7,0.004725,0.245
45.75,0.004725,0.247
45.8,0.004725,0.247
45.85,0.004725,0.248
45.9,0.004725,0.249
45.95,0.004725,0.247
46.0,0.004725,0.242
46.05,0.004725,0.247
46.1,0.004725,0.246
46.15,0.004725,0.243
46.2,0.004725,0.245
46.25,0.004725,0.245
46.3,0.004725,0.256
46.35,0.004725,0.241
46.4,0.004725,0.257
46.45,0.004725,0.249
46.5,0.004725,0.246
46.55,0.004725,0.25
46.6,0.004725,0.243
46.65,0.004725,0.245
46.7,0.004725,0.249
46.75,0.004725,0.248
46.8,0.004725,0.248
46.85,0.004725,0.249
46.9,0.004725,0.249
46.95,0.004725,0.246
47.0,0.004725,0.246
47.05,0.004725,0.255
47.1,0.004725,0.248
47.15,0.004725,0.25
47.2,0.004725,0.251
47.25,0.004725,0.251
47.3,0.004725,0.254
47.35,0.004725,0.247
47.4,0.004725,0.26
47.45,0.004725,0.245
47.5,0.004725,0.249
47.55,0.004725,0.252
47.6,0.004725,0.251
47.65,0.004725,0.249
47.7,0.004725,0.253
47.75,0.004725,0.249
47.8,0.004725,0.252
47.85,0.004725,0.249
47.9,0.004725,0.253
47.95,0.004725,0.251
48.0,0.004725,0.253
48.05,0.004725,0.253
48.1,0.004725,0.25
48.15,0.004725,0.248
48.2,0.004725,0.252
48.25,0.004725,0.245
48.3,0.004725,0.25
48.35,0.004725,0.25
48.4,0.004725,0.257
48.45,0.004725,0.248
48.5,0.004725,0.253
48.55,0.004725,0.246
48.6,0.004725,0.254
48.65,0.004725,0.244
48.7,0.004725,0.27
48.75,0.004725,0.25
48.8,0.004725,0.249
48.85,0.004725,0.248
48.9,0.004725,0.247
48.95,0.004725,0.249
49.0,0.004725,0.245
49.05,0.004725,0.246
49.1,0.004725,0.25
49.15,0.004725,0.253
49.2,0.004725,0.252
49.25,0.004725,0.251
49.3,0.004725,0.259
49.35,0.004725,0.251
49.4,0.004725,0.252
49.45,0.004725,0.252
49.5,0.004725,0.254
49.55,0.004725,0.251
49.6,0.004725,0.265
49.65,0.004725,0.252
49.7,0.004725,0.246
49.75,0.004725,0.251
49.8,0.004725,0.259
49.85,0.004725,0.252
49.9,0.004725,0.262
49.95,0.004725,0.252
50.0,0.004725,0.25
50.05,0.004725,0.246
50.1,0.004725,0.265
50.15,0.004725,0.263
50.2,0.004725,0.254
50.25,0.004725,0.272
50.3,0.004725,0.294
50.35,0.004725,0.251
50.4,0.004725,0.256
50.45,0.004725,0.245
50.5,0.004725,0.252
50.55,0.004725,0.252
50.6,0.004725,0.259
50.65,0.004725,0.247
50.7,0.004725,0.256
50.75,0.004725,0.26
50.8,0.004725,0.263
50.85,0.004725,0.252
50.9,0.004725,0.244
50.95,0.004725,0.256
51.0,0.004725,0.249
51.05,0.004725,0.246
51.1,0.004725,0.278
51.15,0.004725,0.242
51.2,0.004725,0.248
51.25,0.004725,0.256
51.3,0.004725,0.247
51.35,0.004725,0.276
51.4,0.004725,0.29
51.45,0.004725,0.253
51.5,0.004725,0.243
51.55,0.004725,0.244
51.6,0.004725,0.245
51.65,0.004725,0.245
51.7,0.004725,0.247
51.75,0.004725,0.25
51.8,0.004725,0.25
51.85,0.004725,0.273
51.9,0.004725,0.257
51.95,0.004725,0.249
52.0,0.004725,0.258
52.05,0.004725,0.243
52.1,0.004725,0.246
52.15,0.004725,0.247
52.2,0.004725,0.257
52.25,0.004725,0.251
52.3,0.004725,0.255
52.35,0.004725,0.244
52.4,0.004725,0.243
52.45,0.004725,0.239
52.5,0.004725,0.242
52.55,0.004725,0.25
52.6,0.004725,0.248
