t,u,rf
289.55,0.0,-0.08
289.6,0.0,-0.079
289.65,0.0,-0.08
289.7,0.0,-0.08
289.75,0.0,-0.08
289.8,0.0,-0.08
289.85,0.0,-0.08
289.9,0.0,-0.079
289.95,0.0,-0.079
290.0,0.0,-0.08
290.05,0.0,-0.082
290.1,0.0,-0.08
290.15,0.0,-0.077
290.2,0.0,-0.081
290.25,0.0,-0.08
290.3,0.0,-0.08
290.35,0.0,-0.079
290.4,0.0,-0.079
290.45,0.0,-0.08
290.5,0.0,-0.081
290.55,0.0,-0.079
290.6,0.0,-0.08
290.65,0.0,-0.08
290.7,0.0,-0.081
290.75,0.0,-0.081
290.8,0.0,-0.081
290.85,0.0,-0.082
290.9,0.0,-0.08
290.95,0.0,-0.08
291.0,0.0,-0.081
291.05,0.0,-0.081
291.1,0.0,-0.079
291.15,0.0,-0.079
291.2,0.0,-0.08
291.25,0.0,-0.082
291.3,0.0,-0.081
291.35,0.0,-0.082
291.4,0.0,-0.08
291.45,0.0,-0.081
291.5,0.0,-0.08
291.55,0.0,-0.081
291.6,0.0,-0.081
291.65,0.0,-0.081
291.7,0.0,-0.082
291.75,0.0,-0.081
291.8,0.0,-0.08
291.85,0.0,-0.082
291.9,0.0,-0.081
291.95,0.0,-0.079
292.0,0.0,-0.079
292.05,0.0,-0.081
292.1,0.0,-0.08
292.15,0.0,-0.08
292.2,0.0,-0.08
292.25,0.0,-0.08
292.3,0.0,-0.082
292.35,0.0,-0.078
292.4,0.0,-0.08
292.45,0.0,-0.081
292.5,0.0,-0.083
292.55,0.0,-0.08
292.6,0.0,-0.079
292.65,0.0,-0.08
292.7,0.0,-0.08
292.75,0.0,-0.079
292.8,0.0,-0.079
292.85,0.0,-0.079
292.9,0.0,-0.082
292.95,0.0,-0.08
293.0,0.0,-0.08
293.05,0.0,-0.081
293.1,0.0,-0.081
293.15,0.0,-0.078
293.2,0.0,-0.08
293.25,0.0,-0.08
293.3,0.0,-0.081
293.35,0.0,-0.079
293.4,0.0,-0.08
293.45,0.0,-0.079
293.5,0.0,-0.082
293.55,0.0,-0.081
293.6,0.0,-0.08
293.65,0.0,-0.078
293.7,0.0,-0.082
293.75,0.0,-0.079
293.8,0.0,-0.079
293.85,0.0,-0.081
293.9,0.0,-0.082
293.95,0.0,-0.079
294.0,0.0,-0.079
294.05,0.0,-0.078
294.1,0.0,-0.081
294.15,0.0,-0.078
294.2,0.0,-0.08
294.25,0.0,-0.08
294.3,0.0,-0.079
294.35,0.0,-0.079
294.4,0.0,-0.081
294.45,0.0,-0.079
294.5,0.0,-0.079
294.55,0.0,-0.08
294.6,0.0,-0.079
294.65,0.0,-0.079
294.7,0.0,-0.08
294.75,0.0,-0.08
294.8,0.0,-0.078
294.85,0.0,-0.079
294.9,0.0,-0.082
294.95,0.0,-0.079
295.0,0.0,-0.08
295.05,0.0,-0.08
295.1,0.0,-0.081
295.15,0.0,-0.081
295.2,0.0,-0.078
295.25,0.0,-0.08
295.3,0.0,-0.08
295.35,0.0,-0.081
295.4,0.0,-0.078
295.45,0.0,-0.08
295.5,0.0,-0.08
295.55,0.0,-0.08
295.6,0.0,-0.079
295.65,0.0,-0.08
295.7,0.0,-0.079
295.75,0.0,-0.08
295.8,0.0,-0.078
295.85,0.0,-0.08
295.9,0.0,-0.079
295.95,0.0,-0.079
296.0,0.0,-0.08
296.05,0.0,-0.079
296.1,0.0,-0.079
296.15,0.0,-0.079
296.2,0.0,-0.078
296.25,0.0,-0.077
296.3,0.0,-0.08
296.35,0.0,-0.08
296.4,0.0,-0.077
296.45,0.0,-0.079
296.5,0.0,-0.079
296.55,0.0,-0.079
296.6,0.0,-0.078
296.65,0.0,-0.079
296.7,0.0,-0.08
296.75,0.0,-0.079
296.8,0.0,-0.079
296.85,0.0,-0.077
296.9,0.0,-0.079
296.95,0.0,-0.08
297.0,0.0,-0.079
297.05,0.0,-0.077
297.1,0.0,-0.08
297.15,0.0,-0.081
297.2,0.0,-0.079
297.25,0.0,-0.078
297.3,0.0,-0.08
297.35,0.0,-0.08
297.4,0.0,-0.079
297.45,0.0,-0.079
297.5,0.0,-0.08
297.55,0.0,-0.079
297.6,0.0,-0.079
297.65,0.0,-0.079
297.7,0.0,-0.079
297.75,0.0,-0.079
297.8,0.0,-0.078
297.85,0.0,-0.078
297.9,0.0,-0.079
297.95,0.0,-0.079
298.0,0.0,-0.078
298.05,0.0,-0.078
298.1,0.0,-0.078
298.15,0.0,-0.079
298.2,0.0,-0.076
298.25,0.0,-0.076
298.3,0.0,-0.078
298.35,0.0,-0.078
298.4,0.0,-0.072
298.45,0.0,-0.068
298.5,0.0,-0.068
298.55,0.0,-0.062
298.6,0.0,-0.064
298.65,0.0,-0.064
298.7,0.0,-0.068
298.75,0.0,-0.066
298.8,0.0,-0.061
298.85,0.0,-0.071
298.9,0.0,-0.067
298.95,0.0,-0.061
299.0,0.0,-0.068
299.05,0.0,-0.069
299.1,0.0,-0.069
299.15,0.0,-0.065
299.2,0.0,-0.069
299.25,0.0,-0.068
299.3,0.0,-0.072
299.35,0.0,-0.067
299.4,0.0,-0.067
299.45,0.0,-0.07
299.5,0.0,-0.073
299.55,0.0,-0.066
299.6,0.0,-0.07
299.65,0.0,-0.066
299.7,0.0,-0.07
299.75,0.0,-0.07
299.8,0.0,-0.071
299.85,0.0,-0.071
299.9,0.0,-0.07
299.95,0.0,-0.07
300.0,0.0,-0.071
300.05,0.0,-0.072
300.1,0.0,-0.072
300.15,0.0,-0.07
300.2,0.0,-0.07
300.25,0.0,-0.067
300.3,0.0,-0.072
300.35,0.0,-0.067
300.4,0.0,-0.07
300.45,0.0,-0.069
300.5,0.0,-0.072
300.55,0.0,-0.066
300.6,0.0,-0.07
300.65,0.0,-0.068
300.7,0.0,-0.071
300.75,0.0,-0.069
300.8,0.0,-0.069
300.85,0.0,-0.067
300.9,0.0,-0.072
300.95,0.0,-0.069
301.0,0.0,-0.069
301.05,0.0,-0.068
301.1,0.0,-0.073
301.15,0.0,-0.071
301.2,0.0,-0.067
301.25,0.0,-0.061
301.3,0.0,-0.069
301.35,0.0,-0.067
301.4,0.0,-0.06
301.45,0.0,-0.06
301.5,0.0,-0.07
301.55,0.0,-0.07
301.6,0.0,-0.069
301.65,0.0,-0.065
301.7,0.0,-0.068
301.75,0.0,-0.066
301.8,0.0,-0.065
301.85,0.0,-0.067
301.9,0.0,-0.068
301.95,0.0,-0.067
302.0,0.0,-0.069
302.05,0.0,-0.064
302.1,0.0,-0.066
302.15,0.0,-0.065
302.2,0.0,-0.067
302.25,0.0,-0.067
302.3,0.0,-0.066
302.35,0.0,-0.067
302.4,0.0,-0.068
302.45,0.0,-0.067
302.5,0.0,-0.063
302.55,0.0,-0.063
302.6,0.0,-0.072
302.65,0.0,-0.067
302.7,0.0,-0.074
302.75,0.0,-0.074
302.8,0.0,-0.072
302.85,0.0,-0.074
302.9,0.0,-0.073
302.95,0.0,-0.074
303.0,0.0,-0.072
303.05,0.0,-0.074
303.1,0.0,-0.074
303.15,0.0,-0.075
303.2,0.0,-0.072
303.25,0.0,-0.071
303.3,0.0,-0.072
303.35,0.0,-0.073
303.4,0.0,-0.071
303.45,0.0,-0.071
303.5,0.0,-0.071
303.55,0.0,-0.072
303.6,0.0,-0.07
303.65,0.0,-0.07
303.7,0.0,-0.071
303.75,0.0,-0.071
303.8,0.0,-0.071
303.85,0.0,-0.068
303.9,0.0,-0.071
303.95,0.0,-0.071
304.0,0.0,-0.07
304.05,0.0,-0.071
304.1,0.0,-0.068
304.15,0.0,-0.068
304.2,0.0,-0.07
304.25,0.0,-0.069
304.3,0.0,-0.069
304.35,0.0,-0.071
304.4,0.0,-0.069
304.45,0.0,-0.069
304.5,0.0,-0.07
304.55,0.0,-0.071
304.6,0.0,-0.07
304.65,0.0,-0.072
304.7,0.0,-0.07
304.75,0.0,-0.071
304.8,0.0,-0.07
304.85,0.0,-0.072
304.9,0.0,-0.071
304.95,0.0,-0.073
305.0,0.0,-0.071
305.05,0.0,-0.07
305.1,0.0,-0.071
305.15,0.0,-0.071
305.2,0.0,-0.071
305.25,0.0,-0.072
305.3,0.0,-0.069
305.35,0.0,-0.071
305.4,0.0,-0.07
305.45,0.0,-0.068
305.5,0.0,-0.072
305.55,0.0,-0.072
305.6,0.0,-0.071
305.65,0.0,-0.072
305.7,0.0,-0.072
305.75,0.0,-0.074
305.8,0.0,-0.069
305.85,0.0,-0.069
305.9,0.0,-0.07
305.95,0.0,-0.072
306.0,0.0,-0.071
306.05,0.0,-0.07
306.1,0.0,-0.069
306.15,0.0,-0.072
306.2,0.0,-0.072
306.25,0.0,-0.07
306.3,0.0,-0.07
306.35,0.0,-0.071
306.4,0.0,-0.07
306.45,0.0,-0.07
306.5,0.0,-0.071
306.55,0.0,-0.071
306.6,0.0,-0.071
306.65,0.0,-0.068
306.7,0.0,-0.07
306.75,0.0,-0.069
306.8,0.0,-0.072
306.85,0.0,-0.07
306.9,0.0,-0.07
306.95,0.0,-0.069
307.0,0.0,-0.071
307.05,0.0,-0.068
307.1,0.0,-0.071
307.15,0.0,-0.07
307.2,0.0,-0.073
307.25,0.0,-0.07
307.3,0.0,-0.068
307.35,0.0,-0.069
307.4,0.0,-0.07
307.45,0.0,-0.067
307.5,0.0,-0.071
307.55,0.0,-0.069
307.6,0.0,-0.07
307.65,0.0,-0.069
307.7,0.0,-0.069
307.75,0.0,-0.07
307.8,0.0,-0.071
307.85,0.0,-0.071
307.9,0.0,-0.069
307.95,0.0,-0.07
308.0,0.0,-0.072
308.05,0.0,-0.07
308.1,0.0,-0.068
308.15,0.0,-0.072
308.2,0.0,-0.071
308.25,0.0,-0.07
308.3,0.0,-0.07
308.35,0.0,-0.071
308.4,0.0,-0.071
308.45,0.0,-0.071
308.5,0.0,-0.069
308.55,0.0,-0.071
308.6,0.0,-0.072
308.65,0.0,-0.07
308.7,0.0,-0.067
308.75,0.0,-0.071
308.8,0.0,-0.07
308.85,0.0,-0.07
308.9,0.0,-0.069
308.95,0.0,-0.071
309.0,0.0,-0.07
309.05,0.0,-0.072
309.1,0.0,-0.071
309.15,0.0,-0.067
309.2,0.0,-0.068
309.25,0.0,-0.067
309.3,0.0,-0.067
309.35,0.0,-0.067
309.4,0.0,-0.067
309.45,0.0,-0.065
309.5,0.0,-0.067
309.55,0.0,-0.067
309.6,0.0,-0.067
309.65,0.0,-0.066
309.7,0.0,-0.068
309.75,0.0,-0.067
309.8,0.0,-0.065
309.85,0.0,-0.063
309.9,0.0,-0.064
309.95,0.0,-0.067
310.0,0.0,-0.068
310.05,0.0,-0.064
310.1,0.0,-0.066
310.15,0.0,-0.066
310.2,0.0,-0.066
310.25,0.0,-0.063
310.3,0.0,-0.064
310.35,0.0,-0.065
310.4,0.0,-0.065
310.45,0.0,-0.064
310.5,0.0,-0.066
310.55,0.0,-0.067
310.6,0.0,-0.066
310.65,0.0,-0.063
310.7,0.0,-0.065
310.75,0.0,-0.064
310.8,0.0,-0.066
310.85,0.0,-0.064
310.9,0.0,-0.064
310.95,0.0,-0.066
311.0,0.0,-0.067
311.05,0.0,-0.064
311.1,0.0,-0.065
311.15,0.0,-0.066
311.2,0.0,-0.065
311.25,0.0,-0.063
311.3,0.0,-0.064
311.35,0.0,-0.064
311.4,0.0,-0.067
311.45,0.0,-0.063
311.5,0.0,-0.064
311.55,0.0,-0.066
311.6,0.0,-0.063
311.65,0.0,-0.063
311.7,0.0,-0.064
311.75,0.0,-0.063
311.8,0.0,-0.062
311.85,0.0,-0.066
311.9,0.0,-0.063
311.95,0.0,-0.066
312.0,0.0,-0.064
312.05,0.0,-0.062
312.1,0.0,-0.064
312.15,0.0,-0.063
312.2,0.0,-0.065
312.25,0.0,-0.062
312.3,0.0,-0.063
312.35,0.0,-0.064
312.4,0.0,-0.063
312.45,0.0,-0.062
312.5,0.0,-0.064
312.55,0.0,-0.063
312.6,0.0,-0.065
312.65,0.0,-0.064
312.7,0.0,-0.064
312.75,0.0,-0.065
312.8,0.0,-0.064
312.85,0.0,-0.065
312.9,0.0,-0.065
312.95,0.0,-0.064
313.0,0.0,-0.065
313.05,0.0,-0.065
313.1,0.0,-0.062
313.15,0.0,-0.066
313.2,0.0,-0.066
313.25,0.0,-0.064
313.3,0.0,-0.064
313.35,0.0,-0.063
313.4,0.0,-0.065
313.45,0.0,-0.063
313.5,0.0,-0.064
313.55,0.0,-0.066
313.6,0.0,-0.067
313.65,0.0,-0.064
313.7,0.0,-0.065
313.75,0.0,-0.067
313.8,0.0,-0.065
313.85,0.0,-0.063
313.9,0.0,-0.063
313.95,0.0,-0.065
314.0,0.0,-0.066
314.05,0.0,-0.065
314.1,0.0,-0.063
314.15,0.0,-0.066
314.2,0.0,-0.067
314.25,0.0,-0.067
314.3,0.0,-0.062
314.35,0.0,-0.063
314.4,0.0,-0.066
314.45,0.0,-0.065
314.5,0.0,-0.064
314.55,0.0,-0.064
314.6,0.0,-0.065
314.65,0.0,-0.063
314.7,0.0,-0.062
314.75,0.0,-0.063
314.8,0.0,-0.066
314.85,0.0,-0.065
314.9,0.0,-0.064
314.95,0.0,-0.065
315.0,0.0,-0.065
315.05,0.0,-0.066
315.1,0.0,-0.064
315.15,0.0,-0.066
315.2,0.0,-0.066
315.25,0.0,-0.066
315.3,0.0,-0.065
315.35,0.0,-0.063
315.4,0.0,-0.065
315.45,0.0,-0.065
315.5,0.0,-0.065
315.55,0.0,-0.063
315.6,0.0,-0.065
315.65,0.0,-0.062
315.7,0.0,-0.062
315.75,0.0,-0.065
315.8,0.0,-0.064
315.85,0.0,-0.063
315.9,0.0,-0.065
315.95,0.0,-0.063
316.0,0.0,-0.065
316.05,0.0,-0.063
316.1,0.0,-0.063
316.15,0.0,-0.063
316.2,0.0,-0.067
316.25,0.0,-0.066
316.3,0.0,-0.065
316.35,0.0,-0.064
316.4,0.0,-0.065
316.45,0.0,-0.065
316.5,0.0,-0.064
316.55,0.0,-0.065
316.6,0.0,-0.068
316.65,0.0,-0.065
316.7,0.0,-0.065
316.75,0.0,-0.064
316.8,0.0,-0.065
316.85,0.0,-0.066
316.9,0.0,-0.065
316.95,0.0,-0.065
317.0,0.0,-0.066
317.05,0.0,-0.067
317.1,0.0,-0.067
317.15,0.0,-0.065
317.2,0.0,-0.067
317.25,0.0,-0.067
317.3,0.0,-0.067
317.35,0.0,-0.066
317.4,0.0,-0.066
317.45,0.0,-0.067
317.5,0.0,-0.067
317.55,0.0,-0.065
317.6,0.0,-0.067
317.65,0.0,-0.067
317.7,0.0,-0.066
317.75,0.0,-0.065
317.8,0.0,-0.067
317.85,0.0,-0.067
317.9,0.0,-0.066
317.95,0.0,-0.064
318.0,0.0,-0.066
318.05,0.0,-0.065
318.1,0.0,-0.067
318.15,0.0,-0.065
318.2,0.0,-0.066
318.25,0.0,-0.067
318.3,0.0,-0.067
318.35,0.0,-0.066
318.4,0.0,-0.064
318.45,0.0,-0.066
318.5,0.0,-0.065
318.55,0.0,-0.065
318.6,0.0,-0.066
318.65,0.0,-0.067
318.7,0.0,-0.067
318.75,0.0,-0.065
318.8,0.0,-0.067
318.85,0.0,-0.066
318.9,0.0,-0.067
318.95,0.0,-0.064
319.0,0.0,-0.066
319.05,0.0,-0.067
319.1,0.0,-0.066
319.15,0.0,-0.065
319.2,0.0,-0.067
319.25,0.0,-0.067
319.3,0.0,-0.067
319.35,0.0,-0.065
319.4,0.0,-0.067
319.45,0.0,-0.06
319.5,0.0,-0.059
319.55,0.0,-0.06
319.6,0.0,-0.062
319.65,0.0,-0.059
319.7,0.0,-0.059
319.75,0.0,-0.061
319.8,0.0,-0.062
319.85,0.0,-0.06
319.9,0.0,-0.06
319.95,0.0,-0.061
320.0,0.0,-0.059
320.05,0.0,-0.062
320.1,0.0,-0.06
320.15,0.0,-0.06
320.2,0.0,-0.062
320.25,0.0,-0.062
320.3,0.0,-0.059
320.35,0.0,-0.062
320.4,0.0,-0.061
320.45,0.0,-0.06
320.5,0.0,-0.06
320.55,0.0,-0.06
320.6,0.0,-0.061
320.65,0.0,-0.06
320.7,0.0,-0.059
320.75,0.0,-0.06
320.8,0.0,-0.062
320.85,0.0,-0.059
320.9,0.0,-0.059
320.95,0.0,-0.059
321.0,0.0,-0.06
321.05,0.0,-0.06
321.1,0.0,-0.059
321.15,0.0,-0.061
321.2,0.0,-0.061
321.25,0.0,-0.061
321.3,0.0,-0.058
321.35,0.0,-0.061
321.4,0.0,-0.061
321.45,0.0,-0.063
321.5,0.0,-0.059
321.55,0.0,-0.06
321.6,0.0,-0.062
321.65,0.0,-0.06
321.7,0.0,-0.059
321.75,0.0,-0.062
321.8,0.0,-0.062
321.85,0.0,-0.06
321.9,0.0,-0.06
321.95,0.0,-0.059
322.0,0.0,-0.06
322.05,0.0,-0.06
322.1,0.0,-0.061
322.15,0.0,-0.06
322.2,0.0,-0.062
322.25,0.0,-0.059
322.3,0.0,-0.061
322.35,0.0,-0.06
322.4,0.0,-0.062
322.45,0.0,-0.06
322.5,0.0,-0.058
322.55,0.0,-0.061
322.6,0.0,-0.059
322.65,0.0,-0.059
322.7,0.0,-0.059
322.75,0.0,-0.059
322.8,0.0,-0.059
322.85,0.0,-0.061
322.9,0.0,-0.059
322.95,0.0,-0.06
323.0,0.0,-0.059
323.05,0.0,-0.061
323.1,0.0,-0.06
323.15,0.0,-0.06
323.2,0.0,-0.059
323.25,0.0,-0.06
323.3,0.0,-0.059
323.35,0.0,-0.06
323.4,0.0,-0.061
323.45,0.0,-0.061
323.5,0.0,-0.061
323.55,0.0,-0.06
323.6,0.0,-0.062
323.65,0.0,-0.062
323.7,0.0,-0.06
323.75,0.0,-0.06
323.8,0.0,-0.059
323.85,0.0,-0.06
323.9,0.0,-0.06
323.95,0.0,-0.061
324.0,0.0,-0.06
324.05,0.0,-0.063
324.1,0.0,-0.062
324.15,0.0,-0.06
324.2,0.0,-0.061
324.25,0.0,-0.061
324.3,0.0,-0.063
324.35,0.0,-0.06
324.4,0.0,-0.06
324.45,0.0,-0.062
324.5,0.0,-0.061
324.55,0.0,-0.059
324.6,0.0,-0.061
324.65,0.0,-0.062
324.7,0.0,-0.06
324.75,0.0,-0.06
324.8,0.0,-0.062
324.85,0.0,-0.061
324.9,0.0,-0.062
324.95,0.0,-0.059
325.0,0.0,-0.06
325.05,0.0,-0.06
325.1,0.0,-0.06
325.15,0.0,-0.061
325.2,0.0,-0.06
325.25,0.0,-0.064
325.3,0.0,-0.061
325.35,0.0,-0.06
325.4,0.0,-0.06
325.45,0.0,-0.064
325.5,0.0,-0.063
325.55,0.0,-0.061
325.6,0.0,-0.06
325.65,0.0,-0.064
325.7,0.0,-0.063
325.75,0.0,-0.062
325.8,0.0,-0.06
325.85,0.0,-0.061
325.9,0.0,-0.062
325.95,0.0,-0.062
326.0,0.0,-0.059
326.05,0.0,-0.064
326.1,0.0,-0.062
326.15,0.0,-0.061
326.2,0.0,-0.06
326.25,0.0,-0.061
326.3,0.0,-0.062
326.35,0.0,-0.06
326.4,0.0,-0.061
326.45,0.0,-0.063
326.5,0.0,-0.065
326.55,0.0,-0.063
326.6,0.0,-0.063
326.65,0.0,-0.063
326.7,0.0,-0.064
326.75,0.0,-0.063
326.8,0.0,-0.06
326.85,0.0,-0.063
326.9,0.0,-0.064
326.95,0.0,-0.063
327.0,0.0,-0.061
327.05,0.0,-0.063
327.1,0.0,-0.064
327.15,0.0,-0.062
327.2,0.0,-0.062
327.25,0.0,-0.062
327.3,0.0,-0.064
327.35,0.0,-0.062
327.4,0.0,-0.063
327.45,0.0,-0.061
327.5,0.0,-0.065
327.55,0.0,-0.062
327.6,0.0,-0.063
327.65,0.0,-0.063
327.7,0.0,-0.064
327.75,0.0,-0.063
327.8,0.0,-0.063
327.85,0.0,-0.064
327.9,0.0,-0.063
327.95,0.0,-0.063
328.0,0.0,-0.063
328.05,0.0,-0.061
328.1,0.0,-0.064
328.15,0.0,-0.062
328.2,0.0,-0.063
328.25,0.0,-0.063
328.3,0.0,-0.065
328.35,0.0,-0.063
328.4,0.0,-0.061
328.45,0.0,-0.064
328.5,0.0,-0.063
328.55,0.0,-0.062
328.6,0.0,-0.062
328.65,0.0,-0.064
328.7,0.0,-0.065
328.75,0.0,-0.064
328.8,0.0,-0.063
328.85,0.0,-0.064
328.9,0.0,-0.065
328.95,0.0,-0.065
329.0,0.0,-0.063
329.05,0.0,-0.063
329.1,0.0,-0.064
329.15,0.0,-0.063
329.2,0.0,-0.063
329.25,0.0,-0.063
329.3,0.0,-0.064
329.35,0.0,-0.059
329.4,0.0,-0.061
329.45,0.0,-0.063
329.5,0.0,-0.06
329.55,0.0,-0.061
329.6,0.0,-0.061
329.65,0.0,-0.064
329.7,0.0,-0.061
329.75,0.0,-0.062
329.8,0.0,-0.06
329.85,0.0,-0.062
329.9,0.0,-0.062
329.95,0.0,-0.061
330.0,0.0,-0.061
330.05,0.0,-0.063
330.1,0.0,-0.062
330.15,0.0,-0.062
330.2,0.0,-0.062
330.25,0.0,-0.063
330.3,0.0,-0.063
330.35,0.0,-0.061
330.4,0.0,-0.064
330.45,0.0,-0.064
330.5,0.0,-0.065
330.55,0.0,-0.062
330.6,0.0,-0.063
330.65,0.0,-0.063
330.7,0.0,-0.064
330.75,0.0,-0.061
330.8,0.0,-0.062
330.85,0.0,-0.065
330.9,0.0,-0.063
330.95,0.0,-0.062
331.0,0.0,-0.063
331.05,0.0,-0.062
331.1,0.0,-0.058
331.15,0.0,-0.061
331.2,0.0,-0.063
331.25,0.0,-0.059
331.3,0.0,-0.059
331.35,0.0,-0.056
331.4,0.0,-0.057
331.45,0.0,-0.059
331.5,0.0,-0.058
331.55,0.0,-0.056
331.6,0.0,-0.057
331.65,0.0,-0.058
331.7,0.0,-0.056
331.75,0.0,-0.057
331.8,0.0,-0.059
331.85,0.0,-0.06
331.9,0.0,-0.057
331.95,0.0,-0.058
332.0,0.0,-0.057
332.05,0.0,-0.058
332.1,0.0,-0.059
332.15,0.0,-0.059
332.2,0.0,-0.057
332.25,0.0,-0.062
332.3,0.0,-0.062
332.35,0.0,-0.059
332.4,0.0,-0.059
332.45,0.0,-0.061
332.5,0.0,-0.062
332.55,0.0,-0.057
332.6,0.0,-0.061
332.65,0.0,-0.061
332.7,0.0,-0.059
332.75,0.0,-0.058
332.8,0.0,-0.06
332.85,0.0,-0.061
332.9,0.0,-0.062
332.95,0.0,-0.059
333.0,0.0,-0.06
333.05,0.0,-0.062
333.1,0.0,-0.061
333.15,0.0,-0.059
333.2,0.0,-0.06
333.25,0.0,-0.061
333.3,0.0,-0.061
333.35,0.0,-0.06
333.4,0.0,-0.058
333.45,0.0,-0.059
333.5,0.0,-0.062
333.55,0.0,-0.059
333.6,0.0,-0.058
333.65,0.0,-0.06
333.7,0.0,-0.061
333.75,0.0,-0.06
333.8,0.0,-0.06
333.85,0.0,-0.06
333.9,0.0,-0.061
333.95,0.0,-0.059
334.0,0.0,-0.061
334.05,0.0,-0.058
334.1,0.0,-0.06
334.15,0.0,-0.062
334.2,0.0,-0.059
334.25,0.0,-0.058
334.3,0.0,-0.061
334.35,0.0,-0.06
334.4,0.0,-0.059
334.45,0.0,-0.061
334.5,0.0,-0.062
334.55,0.0,-0.062
334.6,0.0,-0.061
334.65,0.0,-0.062
334.7,0.0,-0.061
334.75,0.0,-0.062
334.8,0.0,-0.061
334.85,0.0,-0.06
334.9,0.0,-0.063
334.95,0.0,-0.06
335.0,0.0,-0.06
335.05,0.0,-0.06
335.1,0.0,-0.062
335.15,0.0,-0.06
335.2,0.0,-0.06
335.25,0.0,-0.06
335.3,0.0,-0.064
335.35,0.0,-0.059
335.4,0.0,-0.06
335.45,0.0,-0.061
335.5,0.0,-0.062
335.55,0.0,-0.06
335.6,0.0,-0.06
335.65,0.0,-0.059
335.699999999999,0.0,-0.061
335.749999999999,0.0,-0.062
335.799999999999,0.0,-0.061
335.849999999999,0.0,-0.061
335.899999999999,0.0,-0.061
335.949999999999,0.0,-0.062
335.999999999999,0.0,-0.061
336.049999999999,0.0,-0.061
336.099999999999,0.0,-0.061
336.149999999999,0.0,-0.063
336.199999999999,0.0,-0.06
336.249999999999,0.0,-0.058
336.299999999999,0.0,-0.062
336.349999999999,0.0,-0.06
336.399999999999,0.0,-0.06
336.449999999999,0.0,-0.059
336.499999999999,0.0,-0.063
336.549999999999,0.0,-0.06
336.599999999999,0.0,-0.06
336.649999999999,0.0,-0.06
336.699999999999,0.0,-0.06
336.749999999998,0.0,-0.06
336.799999999998,0.0,-0.061
336.849999999998,0.0,-0.059
336.899999999998,0.0,-0.059
336.949999999998,0.0,-0.059
336.999999999998,0.0,-0.059
337.049999999998,0.0,-0.058
337.099999999998,0.0,-0.061
337.149999999998,0.0,-0.062
337.199999999998,0.0,-0.058
337.249999999998,0.0,-0.058
337.299999999998,0.0,-0.061
337.349999999998,0.0,-0.06
337.399999999998,0.0,-0.057
337.449999999998,0.0,-0.057
337.499999999998,0.0,-0.06
337.549999999998,0.0,-0.06
337.599999999998,0.0,-0.057
337.649999999998,0.0,-0.057
337.699999999998,0.0,-0.058
337.749999999998,0.0,-0.058
337.799999999998,0.0,-0.059
337.849999999998,0.0,-0.055
337.899999999997,0.0,-0.057
337.949999999997,0.0,-0.06
337.999999999997,0.0,-0.058
338.049999999997,0.0,-0.058
338.099999999997,0.0,-0.059
338.149999999997,0.0,-0.057
338.199999999997,0.0,-0.057
338.249999999997,0.0,-0.058
338.299999999997,0.0,-0.059
338.349999999997,0.0,-0.057
338.399999999997,0.0,-0.059
338.449999999997,0.0,-0.059
338.499999999997,0.0,-0.06
338.549999999997,0.0,-0.061
338.599999999997,0.0,-0.06
338.649999999997,0.0,-0.06
338.699999999997,0.0,-0.062
338.749999999997,0.0,-0.063
338.799999999997,0.0,-0.06
338.849999999997,0.0,-0.058
338.899999999997,0.0,-0.06
338.949999999997,0.0,-0.059
338.999999999996,0.0,-0.057
339.049999999996,0.0,-0.059
339.099999999996,0.0,-0.059
339.149999999996,0.0,-0.056
339.199999999996,0.0,-0.057
339.249999999996,0.0,-0.057
339.299999999996,0.0,-0.059
339.349999999996,0.0,-0.057
339.399999999996,0.0,-0.058
339.449999999996,0.0,-0.058
339.499999999996,0.0,-0.061
339.549999999996,0.0,-0.059
339.599999999996,0.0,-0.056
339.649999999996,0.0,-0.058
339.699999999996,0.0,-0.057
339.749999999996,0.0,-0.057
339.799999999996,0.0,-0.057
339.849999999996,0.0,-0.058
339.899999999996,0.0,-0.058
339.949999999996,0.0,-0.057
339.999999999996,0.0,-0.056
340.049999999996,0.0,-0.058
340.099999999995,0.0,-0.058
340.149999999995,0.0,-0.059
340.199999999995,0.0,-0.055
340.249999999995,0.0,-0.057
340.299999999995,0.0,-0.057
340.349999999995,0.0,-0.056
340.399999999995,0.0,-0.057
340.449999999995,0.0,-0.058
340.499999999995,0.0,-0.058
340.549999999995,0.0,-0.058
340.599999999995,0.0,-0.056
340.649999999995,0.0,-0.058
340.699999999995,0.0,-0.059
340.749999999995,0.0,-0.058
340.799999999995,0.0,-0.056
340.849999999995,0.0,-0.056
340.899999999995,0.0,-0.059
340.949999999995,0.0,-0.056
340.999999999995,0.0,-0.057
341.049999999995,0.0,-0.057
341.099999999995,0.0,-0.058
341.149999999995,0.0,-0.057
341.199999999994,0.0,-0.054
341.249999999994,0.0,-0.055
341.299999999994,0.0,-0.056
341.349999999994,0.0,-0.058
341.399999999994,0.0,-0.056
341.449999999994,0.0,-0.056
341.499999999994,0.0,-0.056
341.549999999994,0.0,-0.057
341.599999999994,0.0,-0.054
341.649999999994,0.0,-0.054
341.699999999994,0.0,-0.054
341.749999999994,0.0,-0.055
341.799999999994,0.0,-0.055
341.849999999994,0.0,-0.056
